,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,0.00426443,0.0,1.81853632249e-05,0.0,-0.010963,0.0,0.0001201873689999,0.0,0.0358981,0.0,0.0,0.00128867358361,-5.95964e-05,0.0,0.0,3.5517308929600006e-09,-6.617439999999999e-24,0.0,0.0,4.3790512153599987e-47,-0.0007682639999999,0.0,0.0,5.902295736959997e-07,1
1,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,0.00258485,-0.0016795799999999,6.6814495225e-06,2.820988976399998e-06,-0.0305127,-0.0195497,0.00093102486129,0.00038219077009,-0.0305205999999999,-0.0664187,0.00441144370969,0.0009315070243599,-0.00042767,-0.0003680736,1.3547817501696e-07,1.829016289e-07,0.00038409,0.00038409,1.475251281e-07,1.475251281e-07,-0.00060161,0.0001666539999999,2.77735557159999e-08,3.619345921000001e-07,1
2,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,0.00240311,-0.00018174,5.7749376721e-06,3.302942760000004e-08,-0.0381271,-0.0076143999999999,0.0014536757544099,5.797908735999995e-05,-0.0129987,0.0175218999999999,0.0003070169796099,0.0001689662016899,5.08132e-05,0.0004784832,2.2894617268224002e-07,2.58198129424e-09,-9.69262e-05,-0.0004810162,2.313765846624401e-07,9.394688246440005e-09,-0.0007442129999999,-0.0001426029999999,2.033561560899992e-08,5.538529893689997e-07,1
3,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-0.000714491,-0.003117601,5.10497389081e-07,9.719435995201003e-06,-0.0503554,-0.0122283,0.00253566630916,0.00014953132089,-0.0257215,-0.0127227999999999,0.0001618696398399,0.0006615955622499,-0.0009997889999999,-0.0010506022,1.1037649826448398e-06,9.995780445209997e-07,0.000371748,0.0004686742,2.196555057456401e-07,1.3819657550400006e-07,-0.0008850389999999,-0.000140826,1.983196227600004e-08,7.832940315209998e-07,1
4,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-0.00113305,-0.000418559,1.2838023025e-06,1.75191636481e-07,-0.0458293,0.0045260999999999,0.00210032473849,2.0485581209999983e-05,-0.0213738,0.0043477,1.8902495289999995e-05,0.0004568393264399,-0.000797631,0.0002021579999999,4.086785696399993e-08,6.362152121610001e-07,0.000338854,-3.2894e-05,1.0820152359999999e-09,1.1482203331600001e-07,-0.0008364209999999,4.861800000000016e-05,2.363709924000016e-09,6.996000892409996e-07,1
5,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,0.00321125,0.0043443,1.03121265625e-05,1.8872942490000007e-05,-0.0340135,0.0118158,0.0011569181822499,0.00013961312964,0.00942925,0.03080305,0.0009488278893025,8.89107555625e-05,-0.000168674,0.000628957,3.955869078490001e-07,2.845091827600001e-08,0.000130524,-0.00020833,4.340138889999999e-08,1.7036514576000013e-08,-0.0007841229999999,5.229799999999989e-05,2.735080803999988e-09,6.148488791289997e-07,1
6,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,0.00136743,-0.0018438199999999,1.8698648049000016e-06,3.399672192399998e-06,-0.040839,-0.0068254999999999,0.001667823921,4.658745024999998e-05,-0.0144182999999999,-0.02384755,0.0005687056410025,0.0002078873748899,-0.0008283099999999,-0.0006596359999999,4.351196524959999e-07,6.860974560999997e-07,0.000443721,0.000313197,9.8092360809e-08,1.96888325841e-07,-0.000686199,9.792399999999988e-05,9.589109775999978e-09,4.70869067601e-07,1
7,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,-0.000631565,-0.001998995,3.98874349225e-07,3.9959810100250034e-06,-0.0176986,0.0231404,0.00031324044196,0.00053547811216,0.0285013,0.0429196,0.00184209206416,0.0008123241016899,-0.000408323,0.0004199869999999,1.7638908016899986e-07,1.6672767232900002e-07,0.000342125,-0.000101596,1.0321747216000004e-08,1.17049515625e-07,-0.000848876,-0.000162677,2.6463806329000023e-08,7.205904633760001e-07,1
8,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,-0.000950519,-0.000318954,9.034863693609998e-07,1.01731654116e-07,-0.0047805,0.0129180999999999,2.285318025e-05,0.0001668773076099,0.0260178,-0.0024834999999999,6.167772249999981e-06,0.00067692591684,-0.000201582,0.000206741,4.274184108100001e-08,4.063530272400001e-08,8.960599999999998e-05,-0.000252519,6.3765845361e-08,8.029235235999996e-09,-0.000678941,0.0001699349999999,2.8877904224999987e-08,4.6096088148100003e-07,1
9,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,-0.0117716,-0.010821081,0.00013857056656,0.0001170957940085,0.0108187,0.0155992,0.00011704426969,0.0002433350406399,-0.0632552,-0.0892729999999999,0.007969668529,0.00400122032704,-0.000889538,-0.000687956,4.7328345793600005e-07,7.912778534440001e-07,0.000574215,0.000484609,2.34845882881e-07,3.29722866225e-07,-0.000526791,0.00015215,2.3149622500000032e-08,2.77508757681e-07,1
